package_name,function
ros_core,"use publish / subscribe, services, launch files,"
ros_base,extends ros_core
ros_base,includes other basic non-robot tools
robot,extends ros_base
robot,includes ROS libaries
robot,contain any GUI dependencies.
perception,aggregate several packages.
desktop_full,aggregate several packages.
desktop,aggregate several packages.
xacro,is an XML macro language.
xacro,using macros
thormang3_walking_demo,use thormang3_walking_module.
thormang3_sensors,related launch
thormang3_sensors,files. The package
thormang3_sensors,includes a node
thormang3_sensors,assembling Laserscan(LaserScan
thormang3_mpc_sensors,(meta package)
thormang3_imu_3dm_gx4,robotis. The original version
thormang3_imu_3dm_gx4,is Kumar Robotics's imu_3dm_gx4 package.
thormang3_gazebo,provides basic message pub
thormang3_gazebo,use Thormang3
thormang3_walking_module_msgs,is a set
thormang3_walking_module_msgs,using thormang3_walking_module.
thormang3_walking_module,is a motion module
thormang3_walking_module,provides a online walking pattern generator
thormang3_offset_tuner_msgs,is a set
thormang3_offset_tuner_msgs,using thormang3_offset_tuner.
thormang3_manipulation_module_msgs,is a set
thormang3_manipulation_module_msgs,using thormang3_manipulation_module.
thormang3_manipulation_module,describes basic function
thormang3_manipulation_module,control THORMANG3's
thormang3_manipulation_module,provide joint space
thormang3_manager,describes robot manager
thormang3_manager,execute THORMANG3's motion modules.
thormang3_kinematics_dynamics,provides a kinematics
thormang3_kinematics_dynamics,calculate forward
thormang3_head_control_module_msgs,is a set
thormang3_head_control_module_msgs,using thormang3_head_control_module.
thormang3_head_control_module,control the head.
thormang3_feet_ft_module_msgs,is a set
thormang3_feet_ft_module_msgs,using thormang3_feet_ft_module.
thormang3_feet_ft_module,is a sensor module
thormang3_action_module_msgs,is a set
thormang3_action_module_msgs,using thormang3_action_module.
thormang3_action_module,is a motion module
thormang3_action_module,play the saved action.
ati_ft_sensor,is a library
ati_ft_sensor,using ATI's transducer.
ati_ft_sensor,describes basic functions
ati_ft_sensor,sensing force
ati_ft_sensor,provide some functions
robotis_op3_common,provides launch files
manipulator_h_manager,describes robot manager
manipulator_h_manager,execute manipulator_h_base_module.
manipulator_h_kinematics_dynamics,packages provides library
manipulator_h_kinematics_dynamics,are some function
manipulator_h_kinematics_dynamics,calculate kinematics
manipulator_h_gui,provides simple GUI
manipulator_h_gui,control ROBOTIS MANIPULATOR-H.
manipulator_h_gazebo,provides GAZEBO simulation environment
manipulator_h_gazebo,provides two controllers
manipulator_h_description,includes URDF model
manipulator_h_description,provide full kinematics
manipulator_h_bringup,includes launch file
manipulator_h_bringup,describe robotis
manipulator_h_base_module_msgs,includes ROS messages
manipulator_h_base_module,describes basic function
manipulator_h_base_module,control ROBOTIS MANIPULATOR-H.
manipulator_h_base_module,provides joint space
robotis_device,manages device information
robotis_device,reading device information
robotis_controller_msgs,includes ROS messages
rh_p12_rn_manager,using ROBOTIS framework
rh_p12_rn_manager,control the RH-P12-RN
rh_p12_rn_gui,provides GUI interface
rh_p12_rn_gui,control the RH-P12-RN
rh_p12_rn_gazebo,provides basic message pub
rh_p12_rn_gazebo,use RH-P12-RN
rh_p12_rn_base_module_msgs,includes ROS messages
rh_p12_rn_base_module,using ROBOTIS framework
webui,launch applications
rosweb,is a temporary package
rosweb,replace the original rosweb
rosweb,replace the old rosweb.
rosjson,is a Python library
rosjson,converting ROS messages
ros_mpg321_player,is a node
ros_mpg321_player,playing mp3 file.
ros_mpg321_player,is using mpg321
ros_mpg321_player,is command-line mp3 player.
ros_madplay_player,is a node
ros_madplay_player,playing mp3 file.
ros_madplay_player,is using madplay
ros_madplay_player,is command-line mp3 player.
robotis_math,is a set
robotis_math,provide some linear algebra
pyclearsilver,interface clearsilver
op3_walking_module_msgs,includes ROS messages
op3_online_walking_module_msgs,includes ROS messages
op3_offset_tuner_msgs,includes ROS messages
op3_action_module_msgs,includes ROS messages
image_stream,serve images
image_stream,"(MJPEG, Theora, FLV, etc)"
dartsim,"is a collaborative, cross-platform, open source library"
dartsim,ongoing support
dartsim,provides data structures
rrt_exploration,implements a multi-robot RRT-based map exploration
rrt_exploration,has the image-based frontier detection
rrt_exploration,uses image processing
kobuki_testsuite,provides tools
kobuki_testsuite,thoroughly test Kobuki's hardware.
kobuki_safety_controller,ensuring the safe operation
kobuki_safety_controller,keeps track
kobuki_safety_controller,wheel drop events.
kobuki_safety_controller,move back.
kobuki_safety_controller,is stopped. This controller
kobuki_safety_controller,be enabled/disabled. The safety
kobuki_safety_controller,pressed etc.)
kobuki_safety_controller,be reset. WARNING: Dangerous!
kobuki_description,visualisation. The files
kobuki_description,use a unary pre-catkin stack
kobuki_description,named kobuki_description.
kobuki_bumper2pc,pointcloud nodelet: Publish bumpers
kobuki_auto_docking,owning a docking station
kobuki_auto_docking,use this tool
kobuki_auto_docking,let Kobuki
loki_base_node,has a ROS node
loki_base_node,allow communication
camera1394stereo,is a modified version
camera1394stereo,supporting the IEEE 1394 Digital Camera (IIDC) protocol
camera1394stereo,adds support
single_joint_position_action,is a node
single_joint_position_action,provides an action interface
single_joint_position_action,commanding a trajectory
single_joint_position_action,reaches the desired position.
pr2_mechanism_diagnostics,publishes diagnostics data
pr2_mechanism_controllers,package contains
pr2_mechanism,contains the infrastructure
pr2_mechanism,control the PR2 robot
pr2_head_action,is a node
pr2_head_action,provides an action interface
pr2_head_action,pointing the head
pr2_head_action,passes trajectory goals
pr2_head_action,have finished executing.
pr2_hardware_interface,contains the C++ interfaces
pr2_hardware_interface,includes the motors
pr2_hardware_interface,"control the PR2 mechanism,"
pr2_gripper_action,provides an action interface
pr2_gripper_action,using the gripper. Users
pr2_gripper_action,(while limiting the force)
pr2_gripper_action,report success
pr2_gripper_action,move any longer.
pr2_controllers,Contains the controllers
pr2_controllers,supporting packages.
pr2_controller_manager,provides the infrastructure
pr2_controller_manager,run controllers
pr2_controller_interface,specifies the interface
pr2_controller_interface,implements this interface
pr2_calibration_controllers,contains the controllers
pr2_calibration_controllers,calibrated state.
joint_trajectory_action,is a node
joint_trajectory_action,exposes an action interface
ethercat_trigger_controllers,operate the digital output
nao_vision,providing access
nao_audio,providing access
slam_gmapping,slam_gmapping contains a wrapper
slam_gmapping,provides SLAM capabilities.
gmapping,contains a ROS wrapper
gmapping,provides laser-based SLAM
gmapping,"called slam_gmapping. Using slam_gmapping,"
gmapping,create a 2-D occupancy grid map
gmapping,pose data
rocon_remocon,based remocon
rocon_qt_master_info,displays the information
rocon_gateway_graph,displays the gateway graph
rocon_gateway_graph,executing the plugin.
cost_map_ros,following the style
cost_map_core,following the style
asr_mild_navigation,start the navigation
camera1394,supporting the IEEE 1394 Digital Camera (IIDC) protocol.
camera1394,"Supports the ROS image_pipeline, using libdc1394"
multirobot_map_merge,Merging multiple maps
choreo_param_helpers,implements routines
choreo_output_processor,converts computed plans
choreo_output_processor,enables micro-path modifications
choreo_output_processor,commands synchronization
choreo_msgs,enable communications
choreo_kr5_arc_workspace_moveit_config,using the choreo_kr5_arc_workspace
choreo_kr5_arc_support,using KUKA KR5-arc
choreo_kr150_2_workspace_moveit_config,using the choreo_kr150_2_workspace
choreo_kr150_2_support,using KUKA KR150_2
choreo_gui,presents an alternative front end
choreo_gui,"use, ATM-like interface"
choreo_gui,operating the system end
choreo_geometry_conversion_helpers,converting geometry data
choreo_execution_gatekeeper,stream generated trajectory
choreo_execution_gatekeeper,"online control system,"
choreo_descartes_planner,extends descartes planning package's ability
choreo_descartes_planner,search joint path
choreo_descartes_planner,using sparse representation sparse ladder graph
choreo_descartes_planner,run RRT*
choreo_descartes_planner,ladder graph
choreo_descartes_planner,is a part
choreo_descartes_planner,planning framework
choreo_core,is the central monitoring node
choreo_core,connects Choreo's specialized packages
choreo_core,receives requests
choreo_core,dispatch /
asw_material_feeder,printing material feeder rack.
asw_end_effector,printing end effector. Original designer
packml_stacklight,bridge packxml state machine
microstrain_3dmgx2_imu,modified standalone driver
moveit_robots,contains multiple robots moveit configuration packages.
iri_wam_moveit_config,using the iri_wam
baxter_moveit_config,using the baxter
atlas_v3_moveit_config,using the atlas
atlas_moveit_config,using the atlas
eca_a9_control,control the ECA A9 AUV
viso2_ros,is the ROS wrapper
libviso2,is a ROS-Package
libviso2,contains a CMakeFile
libviso2,build system. Please note
find_moving_objects,moving objects
demo_pioneer,implement visual servoing schemes
demo_pioneer,control a Pioneer robot.
simple_drive,"steering joystick teleoperation, control"
simple_drive,panning servo
cnn_bridge,take freeze graphs
hector_path_follower,provides a node
hector_path_follower,"publishes Twist messages,"
hector_path_follower,following a path.
hector_exploration_planner,is a planner
hector_exploration_planner,plan paths
hector_exploration_planner,explore unknown environments
hector_exploration_node,is a node
hector_exploration_node,provides exploration plans
hector_exploration_controller,is a simple controller
hector_exploration_controller,requests a plan
hector_exploration_controller,geometry_msgs/Twist commands
hector_exploration_controller,follow this plan
hector_elevation_mapping,hector_elevation_mapping advertises pointclouds
hector_elevation_mapping,generates a local and/or
hector_costmap,provides a 2D occupancy grid map
hector_costmap,containing all untraversable obstacles.
hector_costmap,fuses 2.5D elevation map
hector_costmap,calculating the 2D costmap
sicktoolbox_wrapper,is a ROS wrapper
node_manager_fkie,manage the running
node_manager_fkie,configured ROS nodes
node_manager_fkie,discovering the running ROS master master_discovery node
multimaster_fkie,combine the nodes
multimaster_fkie,manage a multimaster network.
master_sync_fkie,Synchronize the local ROS master
master_discovery_fkie,running ROS Masters
master_discovery_fkie,sending an echo heartbeat messages
master_discovery_fkie,defined multicast group.
master_discovery_fkie,use a zeroconf/avahi daemon
master_discovery_fkie,register the ROS master
master_discovery_fkie,discover other ROS masters.
default_cfg_fkie,given launch configuration
default_cfg_fkie,offers services
default_cfg_fkie,provides additional description
nonpersistent_voxel_layer,provides an implementation
nonpersistent_voxel_layer,builds a 3D occupancy grid
lauv_gazebo,start a simulated LAUV
lauv_control,start controllers
desistek_saga_control,control the Desistek SAGA ROV
sr_movements,Contains a node
sr_movements,take the hand
sr_movements,tuning controllers
pr2_2dnav_slam,allows the PR2
pr2_2dnav_slam,building a map
pr2_2dnav_slam,drives along.
pr2_2dnav_local,allows the PR2
pr2_2dnav,allows the PR2 robot
pr2_desktop,aggregate several packages.
pr2_base,aggregate several packages.
pr2,aggregate several packages.
tf_remapper_cpp,handle TFs
static_transform_mux,makes sure everybody
movie_publisher,using a video file
ros_ethercat_eml,is an implementation
rv7fl_moveit_config,using the rv7fl
rv4fl_moveit_config,using the rv4fl
network_traffic_control,allows control
network_monitor_udp,monitor a network connection
network_monitor_udp,sending UDP packets
network_monitor_udp,collects statistics
network_monitor_udp,loss. The server
network_monitor_udp,is a C standalone utility
network_monitor_udp,be a ROS
network_detector,given network interface
network_detector,is both UP
network_control_tests,are part
linksys_access_point,controls a Linksys access point
hostapd_access_point,controls a hostapd-based access point.
hostapd_access_point,implements the dynamic_reconfigure interface
ddwrt_access_point,controls a Linksys WRT610Nv2 access point
asmach_tutorials,containes numerous examples
asmach_tutorials,use SMACH. See
asmach,is a task-level architecture
asmach,creating complex robot behavior.
asmach,is a ROS-independent Python library
asmach,build hierarchical state machines. SMACH
asmach,is a new library
asmach,takes advantage
asmach,create robust robot behavior
access_point_control,implement the API
rviz_visual_tools,debugging data
rviz_visual_tools,published markers
nodelet_topic_tools,contains common nodelet tools
nodelet,provide a way
nodelet,run multiple algorithms
nodelet,"implementing a nodelet,"
nodelet,instantiating nodelets.
stomp_test_kr210_moveit_config,using the test_kr210
industrial_moveit_benchmarking,contains tools
industrial_moveit_benchmarking,benchmark both constrianed_ik
bfl,contains a recent version
bfl,modify BFL
bfl,provides a convenient way
bfl,"compile the library,"
piksi_rtk_msgs,containing messages
open_manipulator_with_tb3_gazebo,using gazebo
turtlebot3_autorace_control,controls TurtleBot3 Auto
turtlebot3_autorace_camera,"controls Raspberry Pi Camera,"
turtlebot3_autorace_camera,process the image
control_toolbox,contains modules
robot_recorder,contains all essential packages
recordit,and/or the mobile changes
recordit,(via tf)
robot_activity_msgs,contains messages
simple_arm,controlled arm. Teleoperation software
timed_roslaunch,delay the launch
backward_ros,is a ros wrapper
nmea_navsat_driver,parse NMEA strings
nmea_navsat_driver,use the GPSD deamon.
stop_base,using the cmd_vel interface.
multi_level_map_server,Launches a map server
bwi_virtour,providing a virtual tour
bwi_virtour,using the Building-Wide Intelligence infrastructure.
bwi_tools,used Python
bwi_rqt_plugins,are some rqt plugins
bwi_rqt_plugins,provides a simple GUI capable
bwi_rqt_plugins,displaying messages
rtt_controller_manager_msgs,use ROS messages
rtt_control_msgs,use ROS messages
mtig_driver,publish GPS messages
turtlebot_stdr,test 2D-navigation related stuffs
turtlebot_stage,test 2D-navigation related stuffs
tango_ros_streamer,wraps Tango Ros Streamer application
tango_ros_native,contains a cpp lib
tango_ros_native,using ros
tango_ros_messages,contains messages/services
ati_force_torque,implements driver
ati_force_torque,firmware 3.x. Char
turtlebot_follower,following the centroid
turtlebot_apps,is a group
turtlebot_actions,provides several basic actionlib actions
freenect_launch,"produce rectified,"
freenect_launch,produce point clouds
freenect_launch,registered point clouds.
freenect_camera,is a port
freenect_camera,"uses libfreenect instead,"
freenect_camera,works better.
eband_local_planner,implements a plugin
eband_local_planner,implements the Elastic Band method
create_node,use create_driver's implementation instead.
create_node,contains a 'bonus' feature
create_driver,is a generic driver
create_driver,holds implementations
create_driver,pending review
create_driver,using the name create_driver.
create_driver,see turtlebot_node.
rospeex_webaudiomonitor,provides a browser-based waveform monitor
rospeex_webaudiomonitor,requires an external web browser: Google Chrome
rospeex_samples,provides some rospeex samples.
rospeex_msgs,defines messages
rospeex_launch,launches rospeex's core nodes.
rospeex_if,provides interface libraries
rospeex_core,provides rospeex's core nodes.
rospeex_audiomonitor,provides a stable waveform monitor
rospeex_audiomonitor,requires an external library: qtmobility-dev.
romeo_moveit_config,using the romeoH37
pepper_dcm_bringup,control Pepper
object_recognition_transparent_objects,estimate poses
urdf_parser_plugin,contains a C++ base class
urdf,contains a C++ parser
urdf,is an XML format
urdf,representing a robot
urdf,model. The code API
urdf,remain backwards
rostune,is a tool
rostune,helps ROS developers
rostune,collects statistics
nav2d_tutorials,Contains a set
nav2d_remote,control a robot
nav2d_remote,uses the operator
nav2d_remote,is one node
nav2d_remote,control one robot
nav2d_remote,control multiple robots
nav2d_remote,send commands
nav2d_remote,stop navigator actions.
nav2d_operator,environment. The operator node works
nav2d_operator,evaluating a set
nav2d_navigator,provides a node
nav2d_navigator,needs a map
nav2d_navigator,create a plan
nav2d_navigator,perform autonomous exploration
nav2d_localizer,implementation. The SelfLocalizer
nav2d_exploration,holds a collection
nav2d_exploration,provide different cooperative exploration strategies
infinisoleil,provides a ROS driver
romeo_moveit_actions,using MoveIt!
twistimu,convert IMU data
wsg_32_description,sensing fingers.
rsv_balance_simulator,balancing platform.
ez_interactive_marker,create interactive markers
lkh_solver,solving the Traveling Salesman Problem
lkh_solver,using the Lin-Kernighan heuristic.
lkh,solving the TSP
lkh,using LKH
glkh_solver,solving the Generalized Traveling Salesman Problem
glkh_solver,using the Lin–Kernighan heuristic.
ros_explorer,exploring the ROS graph
asr_robot_model_services,provides services
asr_robot_model_services,perform calculations
asr_navfn,create plans
asr_navfn,assumes a circular robot
asr_navfn,find a minimum cost plan
asr_navfn,provides a ROS wrapper
asr_mild_kinematic_chain,provides information
asr_mild_kinematic_chain,contains launch-files
asr_mild_kinematic_chain,publish the chain
asr_calibration_tool_dome,provides a tool
asr_calibration_tool_dome,calibraiting the kinematic chain
asr_calibration_tool_dome,provides a data-tracking
asr_calibration_tool_dome,recording 6D positions
asr_calibration_tool_dome,"construction, the kinematic chain"
asr_calibration_tool_dome,recorded data
asr_aruco_marker_recognition,contains a marker recognition system
asr_aruco_marker_recognition,using the ArUco
move_base_to_manip,Move the robot base
aubo_new_driver,connect the TCP/IP Server
aubo_i5_moveit_config,using the aubo_i5
ros1_template_msgs,following good practices
ros1_template,following good practices
ros1_ros_cpptemplate,following good practices
ros1_pytemplate,following good practices
ros1_pip_pytemplate,following good practices
ros1_cpptemplate,logging following good practices
asr_mild_base_laserscanner,provides streams
myahrs_driver,is a driver package
myahrs_driver,myAHRS+. The myAHRS+
myahrs_driver,is a low cost
myahrs_driver,interface. The myAHRS+ board
myahrs_driver,"contains a 3-axis 16-bit gyroscope,"
asr_resources_for_vision,holds bits
asr_resources_for_vision,contains a hierarchy
asr_resources_for_vision,(e.g. RGB-D
hugin_panorama,using image snapshots
turtle_tf2,write a tf2 broadcaster
turtle_tf2,follow turtle1
turtle_tf2,using the keyboard.
turtle_tf,write a tf broadcaster
turtle_tf,follow turtle1
turtle_tf,using the keyboard.
lost_comms_recovery,loses connection
lost_comms_recovery,stop motors
uwsim,is an UnderWater SIMulator
uwsim,visualizes an underwater virtual scenario
uwsim,be configured using standard modeling software.
uwsim,"simulated sensors,"
uwsim,integrate the visualization tool
uwsim,existing control architectures.
wiimote,allows ROS nodes
wiimote,"including the Nunchuk, Motion Plus,"
wiimote,(experimentally) the Classic.
wiimote,implements a ROS node
wiimote,uses Bluetooth
wiimote,obtaining accelerometer
wiimote,"data, the state"
wiimote,state. The node
wiimote,enables ROS nodes
wiimote,control the Wiimote's LEDs
wiimote,timed pattern.
ps3joy,devices. The driver
ps3joy,"starts the joystick streaming data,"
ps3joy,passes the data
joystick_drivers,interfacing common joysticks
joy,"contains joy_node, a node"
joy,interfaces a generic Linux joystick
joy,ROS. This node
joy,"publishes a ""Joy"" message,"
joy,contains the current state
cirkit_unit03_simulator,provides packages
cirkit_unit03_robot,provides packages
cirkit_unit03_common,provides packages
look_at_pose,given pose.
asr_sick_lms_400,contains all necessary functionality
asr_rviz_pose_manager,get poses
asr_rviz_pose_manager,using the goal tool
asr_mild_base_launch_files,contains the launch files
asr_mild_base_launch_files,start the system
asr_mild_base_driving,"publishes the odometry information,"
asr_mild_base_driving,transforms the velocity command
asr_kinematic_chain_optimizer,using rosenbrock optimization.
asr_kinematic_chain_dome,provides information
asr_kinematic_chain_dome,contains launch-files
asr_kinematic_chain_dome,publish the chain
asr_kinematic_chain_dome,are: dome
asr_kinematic_chain_dome,contains the urdf model.
asr_flock_of_birds,is the driver
asr_flock_of_birds,provides the remote server
asr_flock_of_birds,publishes two 6d posemarker
asr_flock_of_birds,magnettracking system.
asr_flock_of_birds,contains launchfiles
asr_cyberglove_visualization,test the functionalities
asr_cyberglove_visualization,uses an URDF model
asr_cyberglove_visualization,provide a visualization
asr_cyberglove_lib,start a server
asr_cyberglove_lib,provides the current joint state values
ecl_type_traits,c++ type traits
ecl_time,Timing utilities
ecl_time,provides a means
ecl_time,handling different timing models. Current support
ecl_time,"only, missing absolute timers."
ecl_threads,provides the c++ extensions
rocon,is a meta package
mavlink,marshaling library.
mavlink,provides C-headers
waypoint_generator,waypoint yaml file
object_recognition_ros,contains tools
object_recognition_ros,"launch several recognition pipelines, train"
summit_x_robot_control,Control the robot joints
summit_x_gazebo,start the models
summit_x_control,contains the launch
summit_x_control,load the required controller interfaces
imu_compass,combine IMU data (accelerometers
agvs_sim_bringup,contains multiple launch files
agvs_sim_bringup,"perform different tasks,"
agvs_sim_bringup,creating a map
agvs_sim_bringup,launching amcl.
agvs_gazebo,run Gazebo.
camera_info_manager_py,provides a CameraInfo interface
barrett_hand_control,control the gazebo simulation
rqt_multiplot,provides a GUI plugin
rqt_multiplot,visualizing numeric values
rqt_multiplot,using the Qwt plotting backend.
moveit_setup_assistant,Generates a configuration package
moveit_setup_assistant,use MoveIt!
moveit_ros_visualization,offer visualization
moveit_ros_robot_interaction,offer interaction
moveit_ros_planning,Planning components
moveit_ros_planning,use ROS
moveit_ros,use ROS
moveit_planners,installs all available planners
moveit_ikfast,Generates a IKFast kinematics plugin
moveit_ikfast,using OpenRave
moveit_ikfast,generated cpp files.
map_laser,remove points
laser_filtering,filtering specific kinds
marshmallow,converting complex objects
agvs_pad,control the robot
agvs_pad,using a ps3 pad.
world_canvas_client_examples,use C++
hector_worldmodel_msgs,is a message package
hector_worldmodel_msgs,stack. The messages
hector_worldmodel_msgs,send percepts
hector_worldmodel_msgs,node. The tracker
hector_worldmodel_msgs,publishes model updates
hector_worldmodel_msgs,latches the whole model state
hector_worldmodel_geotiff_plugins,contains a plugin
hector_worldmodel_geotiff_plugins,visualize worldmodel objects
hector_worldmodel_geotiff_plugins,(e.g. victims
hector_worldmodel,fuse information
hector_worldmodel,localize victims
hector_object_tracker,is the core package
hector_object_tracker,percept message
hector_object_tracker,(e.g. heat signatures
hector_object_tracker,fuses all information
hector_object_tracker,object association problem
hector_object_tracker,deduce the depth
sophus,using Eigen.
rocon_unreliable_experiments,testing roscpp
rocon_multimaster,do everything
rocon_multimaster,does provide the building blocks
rocon_multimaster,"provides the gateway model,"
rocon_multimaster,is an upgrade
rocon_hub_client,rocon hubs.
rocon_hub_client,has a few convenience api
rocon_hub_client,manipulating data
rocon_hub,shared key-value store
rocon_gateway_utils,(avoids large dependency requirements).
rocon_gateway_tests,Testing programs
rocon_gateway,shared key-value store
ecl_time_lite,porting other code
ecl_sigslots_lite,avoids use
ecl_sigslots_lite,embedded development.
ecl_io,"(windows, posix, ...)"
ecl_errors,includes c style error functions
ecl_converters_lite,is no use
octomap_msgs,provides messages
octomap_msgs,/ conversion
softkinetic_camera,"drivers, including filters."
camera_pose_calibration,using the OpenCV
object_recognition_ros_visualization,contains rviz plugins
object_recognition_ros_visualization,visualize ork detection results
rocon_python_wifi,is copy
rocon_python_redis,patched version
rocon_service_pair_msgs,Paired pubsubs generators
concert_msgs,Shared communication types
object_recognition_reconstruction,aligned Kinect data
object_recognition_capture,is a set
object_recognition_capture,capture objects
object_recognition_capture,perform odometry
ecto_image_pipeline,based pipelines. Includes stereo
openslam_gmapping,gmapping SLAM.
ivcon,generate '.iv' files
ivcon,plan onkeeping this package
euslisp,integrated programming system
auv_msgs,provides message types
lyap_control,control nonlinear dynamic systems
robot_pose_publisher,Publish the Robot's Position Relative
robot_pose_publisher,using TFs
hector_thermal_self_filter,provides a hector_worldmodel_msgs/VerifyPercept service server
hector_heat_detection,range. The heat_detection node publishes hector_worldmodel_msgs/ImagePercept messages
stage_ros,provides ROS
innok_heros_control,control the Innok Heros
innok_heros_control,(e. g. joystick
certifi,curated collection
certifi,validating the trustworthiness
certifi,verifying the identity
rsv_balance_msgs,balancing platform messages
rsv_balance_description,balancing platform URDF description
rsv_balance,balancing platform
rsv_balance_rqt,setting operation mode
rsv_balance_desktop,balancing platform
visualization_osg,is a metapackage providing support
visualization_osg,using the OpenSceneGraph rendering engine.
openrave_planning,offers OpenRAVE-related bindings.
openrave_database,parallelize the database generation
openrave_calibration,uses openrave planning
openrave_calibration,calibrate a robot's
openrave_calibration,sensors. The calibration
openrave_calibration,calibrating new robots
openrave_actionlib,controlling robots.
openrave,"use, please"
openrave,add the following line
collada_robots,"them, install OpenRAVE"
collada_robots,openrave XXX.zae
collada_robots,are zip archives
collada_robots,contain the raw collada 1.5 xml (dae).
rqt_reconfigure,"succeeds former dynamic_reconfigure's GUI (reconfigure_gui),"
rqt_reconfigure,provides the way
rqt_reconfigure,edit the parameters
rqt_py_common,provides common functionality
rqt_py_common,is part
rqt_py_common,keep refactoring generic functionality
rqt_py_common,cover generic ROS concepts
rqt_py_common,introduce any special dependencies
rqt_gui_py,enables GUI plugins
rqt_gui_py,use the Python client library
rqt_gui_cpp,enables GUI plugins
rqt_gui_cpp,use the C++ client library
rqt_gui,start an instance
rqt_gui,integrated graphical user interface
rqt,is a Qt-based framework
rc_visard_driver,provides data
tblib,fiddling library. Allows
tblib,pickle tracebacks.
pr2_run_stop_auto_restart,provides a node
pr2_run_stop_auto_restart,monitors the state
pr2_run_stop_auto_restart,"on, this node"
pr2_run_stop_auto_restart,enable the power
pr2_run_stop_auto_restart,reset the motors.
pr2_run_stop_auto_restart,use the run
pr2_run_stop_auto_restart,using the run
pr2_run_stop_auto_restart,starts moving.
pr2_robot,collects PR2-specific components
pr2_ethercat,runs the robot.
pr2_bringup,bring a PR2
posedetection_msgs,provides messages
posedetection_msgs,facilitate passing pose detection results
imu_monitor,contains a single node
imu_monitor,monitors the drift
schunk_simulated_tactile_sensors,provides simulated tactile sensors
schunk_simulated_tactile_sensors,transforms the Gazebo feedback
schunk_simulated_tactile_sensors,provide the same tactile sensor interface
schunk_simulated_tactile_sensors,package. The following parameters
schunk_simulated_tactile_sensors,be set: *
schunk_simulated_tactile_sensors,cells_x: The number
schunk_simulated_tactile_sensors,cells_y: The number
schunk_simulated_tactile_sensors,sensitivity: The change
schunk_simulated_tactile_sensors,is 250 kPa
schunk_simulated_tactile_sensors,is the size
schunk_simulated_tactile_sensors,dividing the length/width
schunk_simulated_tactile_sensors,is NOT
schunk_simulated_tactile_sensors,filter_length: The length
schunk_simulated_tactile_sensors,moving average filter
schunk_simulated_tactile_sensors,smoothes the values
schunk_simulated_tactile_sensors,following topics
schunk_simulated_tactile_sensors,receive data
schunk_simulated_tactile_sensors,finger_23/state The node
schunk_simulated_tactile_sensors,processed data
schunk_simulated_tactile_sensors,tactile_data The simulated bumper
schunk_simulated_tactile_sensors,obtain the collision data
schunk_simulated_tactile_sensors,setting the "frameName" property
schunk_sdh,provides an interface
schunk_sdh,operating the schunk
schunk_sdh,including the tactile sensors.
schunk_powercube_chain,packages provides a configurable driver
schunk_powercube_chain,powercubes. The powercube chain
schunk_powercube_chain,corresponding launch files
schunk_modular_robotics,includes packages
schunk_modular_robotics,provide access
schunk_libm5api,wraps the libm5api
schunk_description,"contains the description (mechanical, kinematic, visual, etc.)"
schunk_description,components. The files
combined_robot_hw,Combined Robot HW class.
sr_ur_arm_config,containing Shadow's UR arm config.
sr_ethercat_hand_config,contains the different yaml files
sr_ethercat_hand_config,storing the parameters
polled_camera,contains a service
polled_camera,polled camera driver node
polled_camera,requesting images
image_transport,publish images.
image_transport,provides transparent support
image_transport,transporting images
image_transport,include JPEG/PNG compression
image_transport,streaming video.
camera_info_manager,provides a C++ interface
camera_info_manager,"provides CameraInfo,"
camera_info_manager,restoring the camera calibration data.
camera_calibration_parsers,contains routines
camera_calibration_parsers,writing camera calibration parameters.
wu_ros_tools,making a variety
turtle_actionlib,write an action server
turtle_actionlib,drawing regular polygons
rosbaglive,were happening NOW.
joy_listener,joy msgs
easy_markers,publishing markers
common_tutorials,contains common tutorials
rqt_pr2_dashboard,is a GUI
rqt_pr2_dashboard,controlling low-level state
rqt_pr2_dashboard,shows things
dynamic_robot_state_publisher,Improved ROS robot_state_publisher
dynamic_robot_state_publisher,update the robot model
mrpt_rbpf_slam,gmapping (https://wiki.ros.org/gmapping)
mrpt_rbpf_slam,"supports different particle-filter algorithms,"
mrpt_icp_slam_2d,contains a wrapper
mrpt_graphslam_2d,"using the mrpt-graphslam library,"
mrpt_graphslam_2d,reading measurements
mrpt_ekf_slam_3d,is a wrapper
mrpt_ekf_slam_2d,is a wrapper
rtmros_nextage,is a ROS interface
nextage_moveit_config,using the NextageOpen
nextage_description,is a ROS interface
nextage_calibration,provides .launch files
nextage_calibration,calibrating the head-mount cameras
nextage_calibration,is capable (i.e. Ueye
nextage_calibration,"cameras, the ones"
um7,provides a C++ implementation
um7,publishing standard ROS orientation topics
pr2_gazebo,simulating the PR2
pr2_controller_configuration_gazebo,maintain two copies
openni2_launch,start the openni2_camera drivers using rgbd_launch.
openni2_camera,using a kinect
sr_robot_msgs,contains some messages
sr_description,contains the description
sr_common,contains the bare minimum
qt_ros,cmake build tools
qt_create,creating qt-ros packages
qt_build,maintains a cmake api
qt_build,simplifying the building
ridgeback_msgs,representing low-level motor commands
ridgeback_description,robot description
ros_ethercat_loop,run EtherCAT robot hardware.
ros_ethercat_hardware,creating a hardware interface
ros_ethercat_hardware,using the EtherCAT motor controller/driver
ros_ethercat,using EtherCAT
panda_moveit_config,using the panda
asr_resources_for_active_scene_recognition,is the main entry point
